Age,Income,LoanAmount,CreditScore,YearsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Default
31,46098,25055,558,1,0,16.52546103366105,36,22.318195395062922,1
24,30487,19642,480,8,4,14.379910633241815,36,14.264989290393403,1
35,27840,4646,610,32,1,18.402627725304107,60,19.190487987167426,1
26,24840,14173,472,18,14,7.9677372627956125,60,23.356916887973036,1
69,52944,8025,621,4,8,18.08862596053699,36,29.879401178128163,1
50,46484,13549,639,19,2,6.97127690248043,60,6.534993950271817,0
58,50489,15853,795,23,9,11.94291306724792,36,38.19868973112152,0
22,41944,42757,544,30,6,4.952682894989859,60,34.028561534993216,1
35,33347,30952,804,3,14,21.111237639724443,60,14.93839248917974,1
31,59215,12326,628,31,1,15.072018551821229,60,22.96719711295309,1
28,15000,4463,495,34,9,24.377557850819297,36,47.34644906646392,1
46,37976,28163,361,13,3,23.760021923157243,60,1.0238691070117156,1
65,61797,33600,324,35,9,24.96906442898481,60,40.567579923193385,1
64,36487,48156,677,5,2,5.6772226610681535,36,25.586235249926588,1
25,55875,15075,594,16,0,16.54147813853823,36,30.94062459771093,0
26,37996,29709,351,17,9,12.262867050134451,36,34.22662801086312,1
46,43162,44315,339,7,5,14.952288629177916,60,22.801009466051596,1
24,58623,38709,756,11,4,10.138498369071343,60,9.592980095110375,0
39,30832,17010,301,16,5,4.533480018256242,36,45.47952824737383,1
40,61179,1897,768,30,13,18.716630796550387,60,37.00953780748915,0
53,50688,42012,405,0,0,24.26506708741316,36,27.97948491353238,1
40,68846,1605,515,10,10,14.946209260814706,60,22.422819466291756,0
69,53122,37445,713,15,7,10.585968934930747,60,24.966581417792394,0
32,33957,38315,509,36,3,23.67298234773742,60,41.17691040152319,1
67,75919,9652,357,27,6,11.340330383709404,36,0.6251703430493027,0
21,35210,33229,342,8,7,23.16237764391823,36,43.26674970427355,1
46,46592,31530,437,7,2,21.89735337873902,60,2.3375986568655915,1
34,64361,39024,788,24,13,14.867286623597943,36,30.795653323314415,1
58,21801,21414,768,9,3,18.05276233337183,36,16.65612862418348,1
57,71595,28903,688,39,8,18.556825037735628,60,33.91181396879095,1
31,32736,15730,497,2,14,17.283471658086036,60,4.277145796498144,1
56,43175,38924,501,22,11,6.956124031897112,36,27.811627270622452,1
33,54332,39541,491,22,8,18.39468855169664,36,42.76171087465955,1
63,49374,28898,406,3,6,3.5691888084012016,60,24.731892998524767,1
23,61837,44654,626,22,2,18.765791595154155,60,4.2173300925618324,1
53,25987,16930,656,8,13,15.428976894441817,60,1.8689212377537845,1
26,60911,4518,800,3,10,9.084849076071027,60,31.060067440510274,0
30,62108,31982,583,33,3,20.78093341199274,60,3.4765288062070576,1
25,65438,7775,767,38,6,12.213497185845199,36,3.5644436054058204,0
43,26155,24990,807,17,12,13.944209469246847,36,21.27197530053643,0
30,27965,6378,405,33,5,4.095002929643395,36,10.475415929476583,1
64,44864,47402,593,33,5,12.128373243980311,36,10.209794705335506,1
22,29587,40441,365,2,10,7.098300038387935,36,24.048810747283493,1
33,22940,7444,494,18,3,9.437081204446987,60,14.040086366071375,1
60,44218,15176,487,33,9,8.920999221764896,60,10.963324710579226,1
22,53511,26060,346,25,7,4.489447065283016,60,25.720724414472496,1
40,91984,10379,661,34,8,13.400632722823785,60,14.54418696194823,0
21,58230,37495,836,30,9,14.73573688229261,36,4.011021765819472,0
57,76284,47993,786,26,6,15.77784651664831,36,34.13695353035311,1
29,49337,28568,545,2,7,13.43772506558563,36,29.280401026854726,1
37,58393,23765,477,36,9,22.194828221367082,60,10.605856954596526,1
29,47807,31802,414,11,1,4.3101145198358175,36,29.112319972393625,1
31,90246,24196,464,22,3,16.696885024555097,60,47.77948304867354,1
35,39716,16468,518,16,2,22.121831112266086,60,47.8239275358652,1
44,41750,29849,496,15,5,4.38236517961575,36,26.597120516226347,1
58,61948,38113,700,16,1,14.170600487621147,60,4.901485801645544,0
55,53112,9174,375,14,6,16.16408464696081,36,22.909276435329083,1
50,43637,46820,725,25,7,7.604473615898575,36,1.3491691825816055,1
51,64405,20098,586,1,3,8.928752339885836,60,20.760063998757456,1
69,49382,8046,844,16,7,20.390256757182073,60,45.4709417518631,0
25,49277,5186,598,0,7,15.699052306754686,60,23.37218453703051,1
64,53458,17722,593,29,2,10.289241990704355,36,27.524369031961054,1
34,23988,43621,746,31,0,19.94223727896131,36,7.901825126240797,0
31,26101,6968,713,29,10,19.554384845391283,36,0.7825326116071618,0
29,66303,46224,730,3,2,10.926138384130365,36,49.669199438278746,1
54,39845,49266,529,31,9,14.005924054659392,60,16.9128637998083,1
32,48005,41452,395,34,14,17.78715707105834,60,13.967499124775774,1
55,74186,29270,738,0,11,10.879858184463341,60,28.564082661193513,1
55,48681,49311,470,18,13,17.023702336525304,36,37.26592665111092,1
21,46848,42129,616,32,14,8.898085210733118,36,12.57038989985,1
60,63441,40273,843,18,12,9.778447790997568,36,26.20619249442873,1
42,41026,7387,790,35,0,10.179461832550544,60,16.631781276765516,0
49,68043,25394,687,26,11,23.625177563933548,60,24.048275384150188,0
28,63133,12291,371,12,13,21.42395105531447,36,8.065495688661507,1
31,77454,46574,831,26,1,15.651068475167113,60,25.505913993882245,0
61,39644,31093,538,13,7,15.623252502348091,36,2.367350136660101,1
57,70504,3610,388,23,3,4.707150224185561,36,41.99986668870994,1
34,58311,36241,834,34,13,17.464423360315998,60,31.382982331226493,1
50,30119,29337,453,18,12,10.554576932557344,36,47.07452154240014,1
55,15000,36456,489,24,8,16.66443628579671,36,29.98659572227143,1
41,38029,5804,714,10,6,21.56502557708158,60,9.108304211621899,0
57,54385,35058,453,8,2,4.478213575989674,60,24.202537985859667,1
25,56560,11227,638,5,13,16.551865323335015,36,33.23477134120814,1
39,49113,32334,816,35,0,15.630313213185403,36,18.711167075763946,0
34,49248,7511,334,36,14,7.945480937432821,60,27.632484017178992,1
46,48110,41965,825,28,12,17.398308402740597,60,8.134425556159957,0
24,65468,42482,836,8,0,15.428957529823757,36,38.85620792094236,0
45,28455,40440,517,32,13,19.99738266647984,36,45.47649844680271,1
65,54024,20727,553,22,0,5.878299215211014,60,15.743828911549324,1
62,37658,32139,502,14,9,13.037558104636442,36,39.66656941927793,1
45,36401,20794,400,10,2,24.955558076015716,36,4.597276338695233,1
38,67643,3981,660,22,4,18.319538236396113,60,12.335224513550703,1
60,35251,13785,477,25,7,18.212411786684505,36,23.093503322771408,1
28,47907,15666,575,0,7,10.334228657575375,60,19.320356206475452,1
59,79377,36583,611,29,1,5.5185942407554345,60,30.98128929463749,0
60,62571,6096,709,16,8,23.914129067574443,36,28.14924979960865,0
34,43175,14950,587,22,8,5.767635163824767,60,4.363599252094074,0
52,44414,7673,824,35,6,24.843185677993127,60,6.584720294350305,0
58,31591,2742,700,4,11,6.204290907071616,60,2.58558136805454,0
53,69509,39488,516,34,9,7.174507993307448,36,47.630335808109606,1
43,65170,37277,769,8,4,10.129889533575689,60,32.26721222422928,0
35,60299,46041,326,3,4,14.516066660025071,36,42.77921977095078,1
53,61952,4534,721,6,7,20.493635520381467,60,27.063194121350907,0
45,38382,15685,313,0,14,24.376678491599034,60,9.691909363942946,1
37,26781,6136,800,15,7,11.214734940584798,60,31.33004398729661,0
53,58408,6585,624,24,4,3.9388815043409244,60,25.26694650461237,0
67,63328,28358,623,5,5,16.75860974440977,60,20.409616772794525,1
22,74105,9554,584,37,5,18.781982016848545,36,18.590264062252555,0
34,46986,45241,388,13,5,12.045050634016832,36,32.50382597420302,1
60,44798,2634,344,36,4,7.444735052993101,60,30.88808264973148,1
60,46411,17908,797,10,8,10.079335286867803,60,7.578297901945658,0
59,60061,22310,797,0,13,17.59969375037813,36,40.811102691723,0
26,45768,16117,444,0,0,14.124931700011318,60,31.80456224887908,1
26,49216,2722,817,35,14,19.48361661602346,60,26.790423320367186,0
23,62465,9611,381,7,9,8.190660257251256,36,37.445876013828205,1
27,40612,4864,466,31,2,21.602690793529895,60,7.683318336140882,1
28,70867,2067,404,32,6,6.851525741229573,36,45.98580829133914,1
62,59496,26976,787,7,12,10.593181721617547,60,13.52936023169946,0
35,22135,40206,609,13,8,16.21096404188726,36,13.13786865305589,1
67,42269,8271,381,23,1,19.342558620528095,36,40.74512756630806,1
49,19634,45093,393,28,12,9.222901630886486,36,16.699560257794065,1
53,47049,12828,620,24,10,23.88457431285958,36,41.535411063847846,1
50,42525,47900,642,5,12,18.68139258873389,60,16.40049374512432,1
59,62522,32131,660,0,13,8.180013182816612,60,27.5343991989452,1
47,36784,21386,365,22,3,19.10395901601426,36,11.542247139355489,1
56,55816,47210,728,32,7,18.471174436434662,60,36.57601852969202,1
49,58532,2834,700,13,4,19.68270754394852,60,8.347055190715002,0
58,53857,48894,470,27,11,23.19143558161837,60,44.97157430477356,1
53,67101,3353,367,28,10,18.801919485652782,60,18.582441521174324,1
57,81024,14878,791,39,7,11.066071297008303,36,23.578724082063847,0
47,51679,12132,333,22,11,20.49612577155415,60,1.2010946918385834,1
53,56077,9203,300,37,10,18.46102779274929,60,48.78949830428439,1
24,36795,11322,450,9,1,15.846572495959423,60,40.65876598841765,1
42,34707,12295,557,26,11,11.107407206599856,60,22.3504453633981,1
22,65507,36925,318,7,7,23.30255729277801,60,46.013066953871316,1
30,63522,23247,334,3,5,14.524226969177564,36,46.552981791134435,1
25,34555,43394,670,20,4,17.00422260630055,60,26.652606081413495,1
30,30376,18340,790,20,12,12.430306392586402,60,11.692539573668526,0
53,40268,21242,540,29,1,20.2875291395179,60,24.355516732172646,1
58,47879,23522,306,12,6,10.832349387322772,60,16.23993035470882,1
33,43863,45594,848,2,0,20.928639417442447,36,22.399281450529863,1
51,52407,13095,670,19,13,5.820740716438986,60,45.56960153940376,1
67,63755,47335,549,35,5,18.742680723678657,60,14.091729296453853,1
56,56931,41652,414,39,2,13.75296620846808,36,41.94833973427202,1
65,58041,24425,636,4,5,18.523201602821025,60,46.76505270859288,1
44,15000,35723,441,21,0,14.925006325503361,36,40.252639377253765,1
35,25791,11204,784,1,0,6.387586045627442,60,26.362667181943838,1
49,38053,5991,737,24,1,13.755318164834144,60,28.19886560601697,0
28,40529,32626,387,39,9,24.238017869290804,36,40.98174978599765,1
25,62597,37833,762,23,14,19.729072926590952,36,2.2250406736801565,0
49,36816,17067,347,4,6,9.954069563461113,36,36.796499539341774,1
67,60003,14763,780,15,11,23.798454179997176,60,26.443374408982105,0
24,38223,45863,823,14,13,20.24734495956581,60,19.856872146422443,1
32,31986,18408,510,12,11,11.335613103180412,60,38.34638403414135,1
65,32683,26176,543,10,3,16.476840264187977,36,13.312361384493743,1
22,83873,36097,538,15,3,12.673740486782375,36,44.77668638572826,1
47,37889,49641,496,17,3,5.578843468677219,60,34.424388915701904,1
51,60364,36794,534,24,4,20.829632236779215,60,30.50777948176322,1
56,26627,25231,486,37,14,7.608179690241715,36,26.156014709942454,1
56,71283,2011,589,39,1,13.347823367419467,36,10.63788293152545,0
46,55235,24427,520,3,10,18.60671959910443,60,30.847247976527235,1
63,54109,39392,796,20,6,23.542594309777627,60,36.245699017623345,1
47,56207,16229,795,10,2,4.848610944611847,60,0.5844858931779662,0
25,57859,14244,601,33,10,11.954521470856807,60,18.320957383360092,1
40,62136,17602,486,29,2,16.71492608505664,36,41.62320486438269,1
31,41013,45548,749,3,10,20.255150067216825,60,31.610539671839128,1
30,40136,25462,711,13,12,23.300020286160777,36,30.763521921190428,1
60,50738,26302,544,10,14,3.510692273642147,60,11.430634256131682,1
58,60266,24536,612,3,1,16.996912728023716,60,31.604436673826537,1
26,49000,23210,795,25,5,3.6491438916852603,60,39.307503364775506,0
28,61608,6585,321,2,3,20.42598868212713,36,20.087819243125587,1
43,59267,47873,367,36,3,6.717831835808984,60,9.104607267152343,1
67,46745,18195,691,37,14,22.734343745907307,36,3.863712914761397,0
46,23792,15837,615,3,7,6.835171068539832,60,25.284783322421745,1
66,42447,48161,364,25,11,19.93307311112047,60,34.19292965749782,1
63,76141,6456,840,38,14,9.72003444799996,36,8.131963046487789,0
32,55100,38289,511,10,1,15.480958459350461,60,21.072181247732935,1
46,40406,10775,499,10,6,16.581336054749592,36,28.432160457218735,1
33,53759,15099,477,37,1,7.94535394591344,36,7.79292119516839,1
60,60149,37805,722,37,5,9.921982995810176,36,13.494497655467324,0
38,40414,42842,761,19,12,5.811417322399617,60,30.420669304306617,1
45,68530,47754,343,25,4,3.6137136156072653,60,36.25119703092696,1
53,57435,17815,730,37,7,8.648562828095358,36,31.799670217094857,0
67,33501,13226,467,11,5,14.594050650539298,60,35.68171061751863,1
60,62845,31072,586,28,11,18.8423410776371,60,29.075223943750743,1
63,43855,10139,636,13,6,20.561531939476534,60,41.79164556919104,1
32,47313,31060,470,24,5,4.999968155837805,36,41.336798543573806,1
64,34760,45867,482,38,7,9.356877060801164,36,39.81237669272173,1
56,59471,10859,315,25,1,20.059815542945785,60,28.77290610659155,1
68,47767,44942,795,9,11,13.838680810735044,36,49.70651009690408,1
24,60106,3539,409,13,6,7.417020227520862,60,1.9556006909298873,0
25,41735,44073,605,4,4,11.93260116977456,60,9.782654995244371,1
57,40018,14199,305,21,13,9.305735104349054,60,40.44386465076853,1
28,38803,34158,572,10,11,4.589050362965748,60,41.3146259460762,1
62,55940,1082,660,28,12,19.91798363035847,60,40.937641062053224,0
69,39794,42736,484,6,14,9.771413709783412,60,43.635696802970855,1
48,46953,13281,399,17,8,23.82032355056078,36,21.130396803808544,1
51,42223,16120,389,30,14,22.5946883695894,60,46.59167609682668,1
29,56601,10946,545,19,10,18.899965825024722,36,10.45852391622425,1
49,23970,11891,538,34,8,10.522639325365642,36,46.847424452255396,1
34,53705,20640,380,6,7,9.51835638264258,60,27.833925981255746,1
60,75970,27111,414,29,7,13.718336823405629,36,8.194203607792394,1
61,68540,39775,575,3,13,11.123953757044278,60,36.803855348151686,1
42,40750,34290,379,29,3,22.874903966547386,36,14.793963265126752,1
31,57419,31604,478,29,11,6.155145494546543,60,11.022879156775044,1
43,54508,35462,608,29,7,19.076052875723413,60,8.603763484664773,1
21,72040,19636,808,17,1,16.63428107800594,36,1.4702657018065501,0
66,15000,5837,559,9,10,20.83547561373191,60,38.23270067316777,1
57,66693,12801,591,13,4,15.163477525129442,60,24.32521364331222,0
41,45987,24710,590,35,3,17.03512456873275,36,48.93660734834039,1
46,38851,42237,841,22,4,24.198923587279225,60,21.96357854441489,1
66,38422,32621,362,11,4,5.477173383031975,36,42.167527426829835,1
56,30501,41916,704,11,4,5.754611664566862,60,48.4047316517484,1
43,40788,14065,779,33,6,11.962565221649797,60,1.1231034812195395,0
21,33803,46474,624,25,0,13.663755058121346,36,5.2659445324921785,1
60,52703,29230,680,5,12,7.797248904347247,60,17.393188489091166,1
35,58849,37388,609,36,1,5.277357635131681,36,43.5058093886148,1
41,46151,11631,642,14,6,3.9767895161294327,36,41.89752233818316,0
67,72495,30828,774,38,0,19.93873338458553,36,18.336751204260754,0
29,41773,10131,355,18,8,13.928733963772242,60,9.99520153705546,1
29,45367,15307,724,39,11,21.633173741413135,36,40.11604409079528,0
30,42905,4709,441,22,2,11.258000553329275,36,29.845729453109055,1
46,58979,49754,675,35,10,18.624091795601462,60,1.5800233669964414,1
61,60493,47683,525,12,5,14.00319123080795,36,40.21079663602153,1
55,57430,21721,773,30,3,16.65950497018359,60,47.84804331796465,0
45,48138,33194,324,36,2,11.45923208410398,36,2.1043495824673797,1
46,29890,6094,664,25,7,5.245150064617826,60,14.293680140750952,0
31,45208,10415,394,17,12,23.868532017546723,60,40.97324879239686,1
58,72172,49846,807,32,1,21.475931837750206,60,29.232484134317634,0
22,65198,49244,475,39,12,10.20567312283194,60,49.46781123302371,1
27,54410,14530,707,31,2,24.112113114194795,60,45.77515020006924,1
38,44233,8472,789,3,7,9.960507725424995,60,8.91357731629151,0
47,49795,37131,758,18,2,13.024285434662712,36,33.70141323197067,0
54,44299,20407,712,6,7,19.73541670481086,36,32.66434900376433,1
47,67895,19201,637,34,6,10.143591339146178,60,5.542863977759388,1
37,37415,28948,630,25,1,10.476921540668215,36,4.475946832250238,1
63,63855,47908,512,22,0,12.31676641361234,60,28.47220585203386,1
64,42061,24115,644,33,0,13.570371231457276,36,20.14865650918967,1
44,69813,28961,846,6,1,6.157749198988695,60,27.27229576046338,1
45,56401,48083,823,10,6,3.876070647416947,36,11.94142274546548,0
27,38759,48182,645,7,8,23.261879646383665,36,27.833151758685474,1
26,45360,3017,547,12,6,11.093555588494352,60,19.16976509021127,1
44,60674,5223,624,31,2,5.686304933358054,36,44.37687589968617,0
53,42512,35952,766,33,7,19.82218514601094,60,15.304333133111514,1
69,50332,24075,390,17,7,9.843804426454653,60,43.54172770630295,1
49,42305,7531,593,14,8,7.405777595331111,36,19.499618137676155,1
63,76386,5666,840,23,10,24.196137206504325,36,28.908294431097747,0
42,78966,24781,823,20,11,23.291672166263357,36,14.31885201048731,0
46,71946,45023,558,17,12,5.773535945645289,60,40.45444751298455,1
48,48134,36236,386,13,8,22.834632011163425,36,42.182327700488706,1
41,43958,41059,457,18,11,22.653651809070414,36,40.45251886087129,1
69,38312,41023,793,12,13,17.13905288774724,36,31.991823624370436,1
27,73035,37688,485,15,8,14.8893670191389,36,15.239204865418742,1
37,63960,5236,643,1,3,8.17492813272813,36,31.824414988401855,0
40,64681,2939,815,33,9,6.109761921226182,36,47.97558387084552,0
61,46251,37624,808,25,3,16.536934595640673,60,32.419267689131324,1
69,23631,33818,839,21,10,21.17208101954219,36,47.819650376132245,1
40,27080,16926,315,19,1,18.30584287266492,60,15.22902263710516,1
42,50864,28552,824,28,14,7.387209108848152,60,42.30005353339532,0
48,42159,31100,499,17,7,9.735400765411764,36,35.92342418178173,1
60,40434,2360,483,28,1,15.247978124574667,60,40.96020433165865,1
69,55177,40573,608,26,2,16.937339127184437,36,35.53814833610633,1
27,65204,45696,807,34,8,5.053431168908145,60,24.018143258532177,0
21,39481,12994,580,28,1,16.7021102222606,36,34.32874900144192,1
52,30415,25941,457,5,0,19.330866989567888,60,46.60449563549209,1
33,39837,28531,659,36,4,7.399193745068256,36,20.87705919152122,1
50,34340,36813,558,24,6,8.793702373640844,36,47.58726461364804,1
43,58892,12093,456,20,3,9.066276688842358,36,2.4699993296278198,1
39,49938,34025,724,30,14,23.705920430380875,60,0.7086340968995575,1
52,78207,12651,320,39,3,12.250846596941773,36,24.690142636292933,1
50,61020,33812,646,15,10,14.907286312268173,60,42.42564760789046,1
49,77207,25844,649,13,2,19.072758518916018,36,12.39176796651848,0
69,28941,18718,684,5,5,11.486395662819842,36,34.67119279239152,1
65,15000,49122,737,10,11,5.769444259303632,60,27.345248543665402,1
49,53644,14589,755,26,12,17.567920220452493,36,14.539755449093079,0
50,51848,40768,845,37,7,17.846373081335102,60,14.28966968610884,0
36,48158,21022,379,4,10,9.101778022526101,36,3.6638100388635966,1
60,51436,48248,751,14,12,4.257421561790519,60,26.810701153705494,1
39,33139,39853,840,37,13,17.805092816275593,60,22.507045666602217,1
38,58447,1234,788,15,10,18.623649377636774,36,14.471150914900427,0
21,61042,7834,822,17,1,4.06039519031444,36,48.52161791850135,0
34,32003,16055,691,32,5,18.403440271808684,60,40.92373745240045,1
67,44695,4207,658,34,7,23.68696423492056,36,26.247542115123366,1
22,45622,3400,332,23,0,7.343883584803253,60,26.085212411172424,1
48,39937,10609,435,34,3,14.708460723941835,60,9.680584244293232,1
69,32583,22473,709,6,0,18.48069377622991,36,32.456361856861285,1
50,50187,46330,828,13,13,8.446707145501907,60,47.68177466181669,1
58,53912,24935,390,29,3,19.658301170744764,60,44.91447553803853,1
24,40847,24874,712,23,13,22.163901237218834,60,4.238551362755027,1
21,33638,41508,598,14,10,21.012845656551402,36,2.6548595322904545,1
28,56158,26015,786,12,8,9.066326685278554,36,48.062252301407916,1
49,38490,15184,372,18,5,20.79065347795438,36,9.995292267180355,1
59,45361,47806,560,28,5,12.386879754651249,36,27.520704368563653,1
23,43458,30543,611,21,4,9.228963633678285,60,3.7354902971466486,1
52,68685,1650,464,1,13,7.111386544260927,36,42.16487787161432,1
30,39178,33389,634,38,2,23.04310101389377,36,5.893225579329914,1
30,75882,28328,801,12,13,12.678297142607496,36,32.18785740496551,1
39,61284,20416,460,35,1,22.113220517980345,36,2.83139900896745,1
66,77313,14119,689,37,8,6.930217261990549,36,7.8335938221928805,0
54,59969,8644,370,17,8,19.990359522292053,60,25.60705388216626,1
53,46684,9653,391,14,6,5.865286977482628,36,2.284262921953173,1
43,36239,15416,660,34,1,3.877646340718769,36,9.780638686094928,0
48,44668,25897,620,16,3,24.893560116117875,36,6.808615160458325,1
52,72309,2874,544,12,10,5.081052665025306,36,2.028751539425022,0
27,49280,11429,323,21,7,13.423119719350943,60,48.54983851082063,1
49,59913,13213,702,39,9,22.385285732997815,36,22.508314175635025,0
28,53104,49987,672,20,5,21.116660283413772,60,42.9467912292739,1
21,53744,18640,585,25,4,13.630277828545575,36,17.911137962687935,1
23,54322,37008,740,3,10,16.63324289347915,60,2.129598474237737,1
44,57430,16802,651,6,9,17.038682260750615,36,34.78268855652755,0
43,37788,17122,518,9,1,5.861237134729097,60,1.9377095613968498,0
28,45876,22653,784,14,0,9.625438028302398,60,27.639111090048868,0
67,54639,44671,742,25,0,9.971137965393577,36,6.955600861076977,0
57,52452,25101,517,15,0,11.629755236495374,60,33.540848662656636,1
23,43081,2409,366,39,14,9.389227005638416,60,44.635195125691645,1
53,56249,44388,330,33,10,8.907216921418435,36,47.78819028417256,1
48,38432,35600,621,16,5,11.127888523447012,60,26.38881756752437,1
67,31654,19408,549,37,3,11.653369919918411,36,26.635186074602622,1
28,54424,6736,309,15,10,13.975317220311219,60,1.9139523413025938,1
54,32022,5993,584,33,8,7.231011146188226,36,38.49380714394513,1
55,54201,44871,452,28,8,20.449238265657847,60,47.81042077643648,1
52,20679,48165,843,17,2,22.00435555796876,60,21.911706191028763,1
44,39125,32247,828,10,5,8.835544995047506,60,39.68460484554862,1
34,45086,29821,670,11,5,6.150965633035174,60,39.872824512647284,1
52,25900,4213,600,36,9,19.02970759716407,60,39.285042838950524,1
66,44409,44123,445,1,9,23.37127013854309,36,37.93404831993953,1
63,67775,30495,351,17,0,4.255689292218655,36,10.754836833679782,1
36,30945,7208,703,37,14,3.810373549237895,60,37.5712435081553,0
24,44819,10644,440,32,8,7.443647419763236,60,7.219769057132935,1
57,75539,7453,387,8,3,18.22303843412064,60,35.62515182122805,1
41,34072,12093,726,14,5,24.242791668364173,60,0.1769393910817485,0
34,70958,47509,383,27,9,19.633190535925515,60,45.94125190839566,1
51,45814,12263,542,7,11,15.820200907853122,60,41.3694405896796,1
68,51528,1305,405,35,7,18.561811946824278,60,34.14817303645123,1
38,69372,35152,654,38,0,8.460013692782068,36,4.723388953487734,1
27,42723,33021,320,7,7,18.30386688340009,60,41.249427577965825,1
30,59465,18958,305,18,5,10.411066499790815,60,43.75869071970323,1
27,63268,1872,520,3,0,8.282075855902583,36,34.39939017617422,1
53,40237,42128,386,26,11,8.585953968014486,36,48.79433170533864,1
43,38578,22962,752,12,11,17.857436664907148,36,4.643968422864436,0
41,46570,43563,641,37,8,19.995353027306276,36,35.43247909634377,1
39,47040,18414,692,20,12,16.00874537700876,60,26.23980173254608,1
68,33815,10926,651,25,8,4.872888119940015,60,7.280306440538409,0
39,40375,49259,545,22,9,4.317200674667433,36,32.92070566384133,1
56,15000,40673,412,29,13,8.16908727668067,60,39.97641125633805,1
49,44985,38210,457,30,7,9.659077102115681,60,8.237412057059334,1
38,63415,16290,536,30,13,12.20362769608547,36,39.674535527208825,1
22,24999,4667,542,15,6,5.134603663442171,60,4.648531133485273,0
21,43052,18660,465,6,0,19.090913467759997,60,29.57000555203269,1
67,86634,7553,333,16,10,18.79721041234007,60,39.923505471894124,1
25,49661,17926,554,23,0,10.953568263639257,60,7.297841707149577,1
40,70351,5808,601,19,7,15.604554273920826,36,28.57595473572689,1
31,34821,29612,519,38,12,5.6696928039312,36,21.243910696628753,1
62,56732,41499,331,26,9,12.427200820202275,60,30.363769358980708,1
22,32266,29015,808,1,7,21.937642285821198,60,21.21108502049824,1
23,56015,34351,781,0,0,17.70338295711435,60,12.54559344610523,1
43,62633,10138,532,33,7,5.734791176988438,60,12.690544951318738,1
32,59074,41463,514,26,7,21.722927671173128,36,43.235009351536135,1
40,44825,37241,541,36,11,18.13496893250956,60,7.822715897656119,1
25,54124,2198,544,5,14,13.240710322847358,36,6.155712560666399,0
57,54267,28447,319,37,9,18.379957338782663,60,4.853957185273106,1
58,59989,37763,509,26,9,7.215635491751865,60,3.707738317364362,1
50,48143,13113,725,15,12,15.335459110859794,60,0.7246094555909022,0
29,63967,29749,371,34,13,16.785430576658847,36,8.020291798239437,1
54,71519,38303,477,26,11,23.446513693276952,36,9.636371745167526,1
64,45231,39639,822,34,2,4.938171782235287,60,13.48620301306368,0
55,50696,20687,598,35,0,11.557828356608251,60,6.201974006878958,1
42,36427,3447,565,37,2,23.641516263515072,36,4.707792696014495,1
64,55103,10408,819,27,7,8.170252685264755,60,27.073836285007786,0
44,55199,40612,794,2,13,20.983807058937266,60,35.93432213574529,1
37,50869,18674,574,30,7,3.5345190016291594,36,31.50935886832858,1
30,52000,13413,352,2,11,4.05650750172094,36,27.835318448059876,1
50,78827,48937,699,37,14,10.54389203294202,36,22.028188607249838,1
66,15000,8549,713,23,6,20.02282978285086,60,31.699012405289643,1
43,42550,24071,788,25,1,5.739084588554846,60,45.09333853639984,0
52,44844,9693,801,27,12,11.731353338004535,60,31.370921074034385,0
37,71853,44831,606,8,4,6.326565627684151,60,3.0430540997354374,1
37,57129,17770,716,36,9,8.307261742990276,60,28.520944415661166,1
34,57495,42371,808,26,7,14.314375130764851,36,26.210722903581196,0
29,68897,3006,829,2,12,10.361482952123053,36,22.601162375784,0
60,47300,6213,305,27,2,8.056121888571777,60,28.439765500157705,1
22,59784,37636,721,31,5,11.96018509336894,60,33.6308831402717,0
65,42038,10530,750,34,1,18.572681731883065,60,1.8630046548892498,0
45,34200,48128,726,6,7,6.06748929192125,60,24.010044699625066,1
59,76912,7637,689,6,8,13.811280575256292,36,40.861401655159376,1
29,55535,5964,633,20,0,9.4064737351997,60,26.53886015413751,0
42,59669,35070,747,31,3,11.640348781109065,60,3.3928894758858408,0
63,33797,8749,637,37,5,21.163436346526147,36,38.753499554804776,1
66,57655,1846,387,19,13,23.489194563645214,60,47.06657786980236,1
24,76673,14390,568,7,1,8.724024960100635,60,42.59219789996638,0
46,45838,14735,364,3,5,17.04437557183404,60,18.12843997820422,1
49,31163,24905,363,25,10,18.048561517144208,60,26.7411919342725,1
65,52759,15876,569,14,6,21.613448978122303,36,29.565607818186518,1
54,34461,14967,676,5,5,22.82941307277573,60,35.78992931643369,1
43,26633,19262,628,31,9,13.561823646981559,60,33.30343958534205,1
57,38978,37873,817,4,9,24.625376372842755,60,9.953573328413457,1
31,42611,21014,720,5,10,24.372822932336856,60,42.15191948821105,1
26,35191,25054,612,2,7,14.38906137302708,36,42.459119661393956,1
38,69897,30955,608,28,4,15.15369059390801,36,20.21757867892316,1
41,78344,24051,488,18,2,17.856621550344325,60,6.545734960464639,1
62,59271,29385,341,9,1,11.537047100725562,60,30.428337312932868,1
56,55762,36587,619,6,1,17.73394414907169,36,17.862996396850527,1
61,47869,28483,744,0,1,14.557135963576235,60,37.06953143572267,1
58,36555,28653,673,0,9,4.2618904642106425,36,15.782855255454109,0
54,74043,41845,585,16,11,21.833672138550146,60,13.149963791445613,1
37,49057,45790,470,21,14,23.719584724875684,36,43.385518578803875,1
57,43061,43018,562,35,4,4.063925188760411,60,30.79102677788291,1
45,65221,31894,834,13,9,20.46912910435663,60,4.2995821674457595,0
